id,label,region,layer,oem_group,node_type,control_boundary,confidence,notes,source_name,source_url,source_date,evidence_note,evidence_status,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
china_geely_holding_group__os,Vehicle OS Platform (Geely Holding Group),china,Vehicle OS & Middleware,Geely Holding Group,OS,oem,medium,OEM-controlled OS/middleware layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d3640d4f0a,,1,,1.0,ASSUMED
china_geely_holding_group__ota,OTA Update Service (Geely Holding Group),china,OTA & Software Update Infrastructure,Geely Holding Group,OTA,oem,medium,Update orchestration + policy,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b020fe52cb,,1,,1.0,ASSUMED
china_geely_holding_group__tcu,Telematics Gateway/TCU (Geely Holding Group),china,Telematics & TCU,Geely Holding Group,Telematics,oem,medium,Vehicle telemetry gateway,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9a1a348eb1,,1,,1.0,ASSUMED
china_geely_holding_group__carrier,Carrier/MVNO (Geely Holding Group),china,Connectivity Providers,Geely Holding Group,Connectivity,external,soft,Carrier partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_996fddb7ab,,1,,1.0,ASSUMED
china_geely_holding_group__cloud,Cloud Hosting (Geely Holding Group),china,Cloud Infrastructure,Geely Holding Group,Cloud,external,soft,Cloud mix varies by program,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_8a81a7b776,,1,,1.0,ASSUMED
china_geely_holding_group__stream,Streaming Layer (Geely Holding Group),china,Streaming & Data Lake,Geely Holding Group,DataPlatform,oem,medium,Ingestion + streaming layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c9aa5474d4,,1,,1.0,ASSUMED
china_geely_holding_group__lake,Lakehouse (Geely Holding Group),china,Streaming & Data Lake,Geely Holding Group,DataPlatform,oem,medium,Long-term telemetry storage,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_11b83b3d02,,1,,1.0,ASSUMED
china_geely_holding_group__ai,AI/Analytics (Geely Holding Group),china,AI / Analytics,Geely Holding Group,AI,oem,medium,ML analytics over vehicle + customer data,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b866245207,,1,,1.0,ASSUMED
china_geely_holding_group__api,Product APIs (Geely Holding Group),china,Product APIs,Geely Holding Group,API,oem,medium,External + internal API surface,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_1d8fa86257,,1,,1.0,ASSUMED
china_geely_holding_group__gov,Governance Controls (PIPL/CSL/DSL),china,Data Governance & Sovereignty,Geely Holding Group,Governance,regulatory,hard,Consent/retention/access + localization rules,NPC (PIPL),https://en.npc.gov.cn.cdurl.cn/2021-12/29/c_694559.htm,2026-03-02,Official NPC English page for PIPL.,VERIFIED,n_73c51cfc8b,,0,2026-03-02,4.0,VERIFIED
china_geely_holding_group__reg,Regulators (MIIT Telemetry Reporting),china,Regulators,Geely Holding Group,Regulator,regulatory,hard,Cybersecurity + software update governance / reporting,Policy/Regulatory,,2026-03-02,Regulatory obligation; verify local implementation specifics,ASSUMED,n_c4d44df7c7,,1,,1.0,ASSUMED
china_geely_holding_group__dms,Dealer Systems (CHINA),china,Dealer Systems,Geely Holding Group,DealerTech,external,soft,Dealer management layer; vendor varies by country,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4ed2c9dc63,,1,,1.0,ASSUMED
china_geely_holding_group__gateway,China Compliance Gateway,china,Connectivity Providers,Geely Holding Group,Governance,regulatory,hard,Domestic routing/monitoring + localization enforcement,Policy/Regulatory,,2026-03-02,Regulatory obligation; verify local implementation specifics,ASSUMED,n_70aeef46e7,,1,,1.0,ASSUMED
china_geely_holding_group__tier1__bosch,Bosch,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.bosch.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_6d9283d6c2,,1,,1.0,REFERENCED
china_geely_holding_group__tier1__continental,Continental,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.continental.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_455c500a9a,,1,,1.0,REFERENCED
china_geely_holding_group__tier1__zf,ZF,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.zf.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_8e8861c598,,1,,1.0,REFERENCED
china_geely_holding_group__tier1__valeo,Valeo,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.valeo.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_78586fa454,,1,,1.0,REFERENCED
china_geely_holding_group__tier1__forvia,Forvia,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_822ac73b95,,1,,1.0,ASSUMED
china_geely_holding_group__tier1__aptiv,Aptiv,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.aptiv.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0b55a75515,,1,,1.0,REFERENCED
china_geely_holding_group__tier1__magna_international,Magna International,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7e410d532a,,1,,1.0,ASSUMED
china_geely_holding_group__tier1__lear_corporation,Lear Corporation,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_cf6693e9c1,,1,,1.0,ASSUMED
china_geely_holding_group__tier1__denso,Denso,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_1868240c23,,1,,1.0,ASSUMED
china_geely_holding_group__tier1__aisin,Aisin,china,Tier-1 Hardware Suppliers,Geely Holding Group,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_53daccfc60,,1,,1.0,ASSUMED
china_geely_holding_group__battery__catl,CATL,china,Battery & Cell Suppliers,Geely Holding Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_48ee90db29,,1,,1.0,ASSUMED
china_geely_holding_group__battery__byd_battery,BYD Battery,china,Battery & Cell Suppliers,Geely Holding Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4937e9c16e,,1,,1.0,ASSUMED
china_geely_holding_group__battery__lg_energy_solution,LG Energy Solution,china,Battery & Cell Suppliers,Geely Holding Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_f96de1a7c7,,1,,1.0,ASSUMED
china_geely_holding_group__battery__sk_on,SK On,china,Battery & Cell Suppliers,Geely Holding Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_64179a7eaa,,1,,1.0,ASSUMED
china_geely_holding_group__battery__samsung_sdi,Samsung SDI,china,Battery & Cell Suppliers,Geely Holding Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_0060e16f4b,,1,,1.0,ASSUMED
china_geely_holding_group__battery__panasonic_energy,Panasonic Energy,china,Battery & Cell Suppliers,Geely Holding Group,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2c560610e0,,1,,1.0,ASSUMED
china_geely_holding_group__chip__nvidia,NVIDIA,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nvidia.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_eac6059947,,1,,1.0,REFERENCED
china_geely_holding_group__chip__qualcomm,Qualcomm,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.qualcomm.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_03395cb420,,1,,1.0,REFERENCED
china_geely_holding_group__chip__nxp,NXP,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nxp.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_d73cc1744d,,1,,1.0,REFERENCED
china_geely_holding_group__chip__renesas,Renesas,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.renesas.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_1c26461c59,,1,,1.0,REFERENCED
china_geely_holding_group__chip__infineon,Infineon,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.infineon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_b1223ccb51,,1,,1.0,REFERENCED
china_geely_holding_group__chip__stmicroelectronics,STMicroelectronics,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.st.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_3396c81ac6,,1,,1.0,REFERENCED
china_geely_holding_group__chip__texas_instruments,Texas Instruments,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.ti.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_2e96fc5004,,1,,1.0,REFERENCED
china_geely_holding_group__chip__intel,Intel,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_40131dc9d8,,1,,1.0,ASSUMED
china_geely_holding_group__chip__mobileye,Mobileye,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0ffcf39fb2,,1,,1.0,REFERENCED
china_geely_holding_group__chip__amd,AMD,china,Semiconductor & Compute,Geely Holding Group,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_67a7992ea4,,1,,1.0,ASSUMED
china_geely_holding_group__telco__china_mobile,China Mobile,china,Connectivity Providers,Geely Holding Group,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4a74a4e73a,,1,,1.0,ASSUMED
china_geely_holding_group__telco__china_unicom,China Unicom,china,Connectivity Providers,Geely Holding Group,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2ea54ebc72,,1,,1.0,ASSUMED
china_geely_holding_group__telco__china_telecom,China Telecom,china,Connectivity Providers,Geely Holding Group,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7ea7debe06,,1,,1.0,ASSUMED
china_geely_holding_group__cloudvendor__alibaba_cloud,Alibaba Cloud,china,Cloud Infrastructure,Geely Holding Group,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://www.alibabacloud.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_9ac2148c67,,1,,1.0,REFERENCED
china_geely_holding_group__cloudvendor__tencent_cloud,Tencent Cloud,china,Cloud Infrastructure,Geely Holding Group,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://www.tencentcloud.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_27fd1395dc,,1,,1.0,REFERENCED
china_geely_holding_group__cloudvendor__huawei_cloud,Huawei Cloud,china,Cloud Infrastructure,Geely Holding Group,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://www.huaweicloud.com/intl/en-us/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_a5c44ae154,,1,,1.0,REFERENCED
china_geely_holding_group__ins__ping_an,Ping An,china,External Insurance & Risk Ecosystem,Geely Holding Group,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c399cf059b,,1,,1.0,ASSUMED
china_geely_holding_group__ins__zhongan,ZhongAn,china,External Insurance & Risk Ecosystem,Geely Holding Group,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_462254dc85,,1,,1.0,ASSUMED
china_geely_holding_group__chg__state_grid_ev,State Grid EV,china,Energy & Charging,Geely Holding Group,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_f220e0b7bb,,1,,1.0,ASSUMED
china_geely_holding_group__chg__teld,TELD,china,Energy & Charging,Geely Holding Group,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d18d4e6722,,1,,1.0,ASSUMED
china_geely_holding_group__chg__starcharge,StarCharge,china,Energy & Charging,Geely Holding Group,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_20a8fdeb31,,1,,1.0,ASSUMED
china_geely_holding_group__adas__mobileye,Mobileye,china,Semiconductor & Compute,Geely Holding Group,ADAS,external,soft,ADAS / perception + mapping,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_c774881f48,,1,,1.0,REFERENCED
china_geely_holding_group__adas__nvidia_drive,NVIDIA DRIVE,china,Semiconductor & Compute,Geely Holding Group,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2bec2498e1,,1,,1.0,ASSUMED
china_geely_holding_group__adas__qualcomm_snapdragon_ride,Qualcomm Snapdragon Ride,china,Semiconductor & Compute,Geely Holding Group,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6feb0b2579,,1,,1.0,ASSUMED
china_geely_holding_group__adas__bosch_adas,Bosch ADAS,china,Tier-1 Hardware Suppliers,Geely Holding Group,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6108b8c4a1,,1,,1.0,ASSUMED
